author name,tokenized_sentence
রোকেয়া সাখাওয়াত হোসেন,কেবল যুদ্ধ নহে-এজিদের দলবল ইউফ্রেতীজ নদী ঘিরিয়া রহিল; হোসেনের পরে কোন লোককে নদীর জল লইতে দেয় নাই।
রোকেয়া সাখাওয়াত হোসেন,পানীয় জলের অভাবেই তাঁহারা আধমরা হইয়াছিলেন।
রোকেয়া সাখাওয়াত হোসেন,পরে যুদ্ধের নামে একই দিন হোসেন আত্মীয়স্বজনসহ নিহত হইলেন।
রোকেয়া সাখাওয়াত হোসেন,"এ কথায় মতভেদ আছে; কেহ বলেন, তিন দিন যুদ্ধ হয়, কেহ বলেন একই দিন যুদ্ধ করিয়া সকলে সমরশায়ী হইয়াছেন।"
রোকেয়া সাখাওয়াত হোসেন,নদীর জল হইতে হোসেনকে বঞ্চিত করিয়া এজিদ অশেষ নিষ্ঠুরতা প্রকাশ করিয়াছে।
রোকেয়া সাখাওয়াত হোসেন,অষ্টাদশ বর্ষীয় নবীন যুবক কাসেম (হাসানের পুত্র) মৃত্যুর পূর্ব্ব রাত্রে হোসেনের কন্যা সকিনাকে বিবাহ করেন!
রোকেয়া সাখাওয়াত হোসেন,"কারবালা যখন সকিনাকে নববধূ বেশে দেখিল, তাহার কয় ঘন্টা পরেই তাঁহাকে নববিধবা বেশে দেখিয়াছিল!"
রোকেয়া সাখাওয়াত হোসেন,"যেদিন বিবাহ, সেই দিনই বৈধব্য!"
রোকেয়া সাখাওয়াত হোসেন,হায় কারবালা!
রোকেয়া সাখাওয়াত হোসেন,এ দৃশ্য দেখার চেয়ে অন্ধ কেন হও নাই?
রোকেয়া সাখাওয়াত হোসেন,"পুরুষগণ ত যুদ্ধ করিতেছিলেন, আর ললনাগণ কি পাইলেন!"
রোকেয়া সাখাওয়াত হোসেন,"কাসেমের জন্য কাঁদিতেছিলেন, আলী আকবরের মৃতদেহ পাইলেন!"
রোকেয়া সাখাওয়াত হোসেন,"শোকোচ্ছ্বাস কাসেমকে ছাড়িয়া আকবরের দিকে ধাবিত হইল, আকবরের মাথা কোলে লইয়া কাঁদিতেছিলেন, শিশু আসগরকে শর-বিদ্ধ অবস্থায় প্রাপ্ত হইলেন!"
রোকেয়া সাখাওয়াত হোসেন,এক মাতৃ-হৃদয়-আকবরকে কোল হইতে নামাইয়া আসগরকে কোলে লইল-কত সহ্য হয়?
রোকেয়া সাখাওয়াত হোসেন,"পুত্রশোকে আকুল্য আছেন,-কিছুক্ষণ পরে সর্বস্বধন হোসেনের ছিন্ন মস্তক (শত্রু উপহার পাঠাইল) পাইলেন, তাই দেখিতেছেন, ইতোমধ্যে (হোসেনের কন্যা) বালিকা ফাতেমা পিতার মাথা দেখিয়া কাঁদিয়া আকুল হইল, শহরবানু তাহার জন্য সান্তনার উপায় খুঁজিতেই ছিলেন-ফাতেমার শ্বাসরোধ হইল!"
রোকেয়া সাখাওয়াত হোসেন,ক্ষুধায় পিপাসায় কাতরা বালিকা কত সহিবে?
রোকেয়া সাখাওয়াত হোসেন,হঠাৎ প্রাণত্যাগ করিল!
রোকেয়া সাখাওয়াত হোসেন,"শহরবানু এখন সকিনার অশ্রু মুছাইবেন, না ফাতেমাকে কোলে লইবেন?"
রোকেয়া সাখাওয়াত হোসেন,আহা!
রোকেয়া সাখাওয়াত হোসেন,এত যে কেহই সহিতে পারিবে না!
রোকেয়া সাখাওয়াত হোসেন,আমার শোকসন্তপ্তা পুত্র-শোকাতুরা ভগিনীগণ তোমরা একবার শহরবানু ও জয়নবের শোকরাশির দিকে দৃষ্টিপাত কর।
রোকেয়া সাখাওয়াত হোসেন,তোমরা একজনের শোকেই বিহবল হও-দশদিক অন্ধকার দেখ!
রোকেয়া সাখাওয়াত হোসেন,আর এ যে শোকসমূহ!
রোকেয়া সাখাওয়াত হোসেন,আঘাতের উপর আঘাত।
রোকেয়া সাখাওয়াত হোসেন,"তোমরা এক সময় এক জনের বিরহে প্রাণ ভরিয়া কাঁদিতে পার, তাঁহাদের সে অবসর ছিল না!"
রোকেয়া সাখাওয়াত হোসেন,"এক জয়নব কি করিবেন বল, নিজের পুত্রের জন্য কাঁদিবেন, না প্রিয় ভ্রাতুষ্পুত্রদের দিকে চাহিবেন, না সব ছাড়িয়া ভ্রাতা হোসেনের ক্ষত ললাটখানি অশ্রুধারায় ধুইবেন?"
রোকেয়া সাখাওয়াত হোসেন,সেখানে অশ্রু ব্যতীত আর জল ত ছিল না!
রোকেয়া সাখাওয়াত হোসেন,বীরহৃদয়!
রোকেয়া সাখাওয়াত হোসেন,একবার হোসেনের বীরতা সহিষ্ণতা দেখ!
রোকেয়া সাখাওয়াত হোসেন,"ঐ দেখ, তিনি নদীবক্ষে দাঁড়াইয়া-আর কোন যোদ্ধা নাই, সকলে সমরশায়ী, এখন যুদ্ধক্ষেত্রে তিনি একা।"
রোকেয়া সাখাওয়াত হোসেন,তিনি কোন মতে পথ পরিঙ্গার করিয়া নদী পর্যন্ত গিয়াছেন।
রোকেয়া সাখাওয়াত হোসেন,"ঐ দেখ অঞ্জলি ভরিয়া জল তুলিলেন, বুঝি পান করেন; না, পান ত করিলেন না!"
রোকেয়া সাখাওয়াত হোসেন,"যে জলের জন্য আসগর তাঁহারই কোলে প্রাণ হারাইয়াছে, আকবর তাঁহার রসনা পর্যন্ত চুষিয়াছেন-সেই জল তিনি পান করিবেন?"
রোকেয়া সাখাওয়াত হোসেন,"না,-তিনি জল তুলিয়া দেখিলেন, ইচ্ছা করিলে পান করিতে পারেন।"
রোকেয়া সাখাওয়াত হোসেন,কিন্তু তাহা না করিয়া নদীর জল নদীতেই নিক্ষেপ করিলেন!
রোকেয়া সাখাওয়াত হোসেন,বীরের উপযুক্ত কাজ!
রোকেয়া সাখাওয়াত হোসেন,পিপাসু মরুভূমি তাহা শুষিয়া লইয়াছে!
রোকেয়া সাখাওয়াত হোসেন,"সেই রুধির-রেখায় লেখা-“পিপাসা, পিপাসা”!"
রোকেয়া সাখাওয়াত হোসেন,নবীন যুবক আলী আকবর (হোসেনের পুত্র) যুদ্ধে ক্লান্ত হইয়া পিতার নিকট পিপাসা জানাইতে আসিয়া কাতর কণ্ঠে বলিতেছেন-“আল-আশ!”
রোকেয়া সাখাওয়াত হোসেন,আল-আশ!
রোকেয়া সাখাওয়াত হোসেন,"কিন্তু তৃপ্তি হইবে কি,-সে রসনা যে শুষ্ক-নিতান্ত শুষ্ক!"
রোকেয়া সাখাওয়াত হোসেন,"যেন দিক দিগন্তর হইতে শব্দ আসিল,-“পিপাসা পিপাসা”!"
রোকেয়া সাখাওয়াত হোসেন,মহাত্মা হোসেন শিশুপুত্র আলী আসগরকে কোলে লইয়া জল প্রার্থনা করিতেছেন!
রোকেয়া সাখাওয়াত হোসেন,তাঁহার কথা কে শুনে?
রোকেয়া সাখাওয়াত হোসেন,"তিনি দীন নয়নে আকাশপানে চাহিলেন,- আকাশ মেঘশূন্য নিৰ্ম্মল,-নিতান্তই নিৰ্ম্মল!"
রোকেয়া সাখাওয়াত হোসেন,"তিনি নিজের কষ্ট,-জল পিপাসা অম্লান বদনে সহিতেছেন।"
রোকেয়া সাখাওয়াত হোসেন,পরিজনকে সান্ত্বনা বাক্যে প্রবোধ দিয়াছেন।
রোকেয়া সাখাওয়াত হোসেন,"সকিনা প্রভৃতি বালিকারা জল চাহে না-তাহারা বুঝে, জল দুস্প্রাপ্য।"
রোকেয়া সাখাওয়াত হোসেন,"কিন্তু আসগর
মহরমের সময় সুন্নি-সম্প্রদায় শিয়াদলে আমোদের জন্য যোগ দেয় না।"
রোকেয়া সাখাওয়াত হোসেন,"এ কথা যে বলে, তাহার ভুল,-শোচনীয় ভুল।"
রোকেয়া সাখাওয়াত হোসেন,আলী ও তদীয় বংশধরগণ উভয় সম্প্রদায়েরই মান্য ও আদরণীয়।
রোকেয়া সাখাওয়াত হোসেন,তাঁহাদের শোচনীয় মৃত্যু স্মরণ সময়ে কোন প্রাণে সুন্নিগণ আমোদ করিবে?
রোকেয়া সাখাওয়াত হোসেন,"আমোদ করে বালকদল, সহৃদয় সুন্নিদল মহরমকে উৎসব বলে না।"
রোকেয়া সাখাওয়াত হোসেন,শিয়াদের বাহ্য আড়ম্বর সুন্নিগণ ভাল মনে করেন না।
রোকেয়া সাখাওয়াত হোসেন,"বক্ষে করাঘাত করিলে বা শোক-বস্ত্র পরিধান করিলেই যে শোক করা হইল, সুন্নিদের এরূপ বিশ্বাস নহে।"
রোকেয়া সাখাওয়াত হোসেন,"মতভেদের কথা এই যে, শিয়াগণ হজরতা আয়ষা ফাতেমার বিমাতা সিংহাসন আলীকে না দিয়া মোয়াবীয়াকে দিয়াছেন বলিয়া আয়ষাকে নিন্দা করে।"
রোকেয়া সাখাওয়াত হোসেন,আমরা আয়ষার (আলীর সৎশাশুড়ী হওয়া ব্যতীত আর) কোন দোষ দেখি না।
রোকেয়া সাখাওয়াত হোসেন,"চতুর্থ খলিফা কে হইবেন, ধর্ম্মগুরু মোহাম্মদ (দঃ) তাঁহার নাম স্পষ্ট না বলিয়া অঙ্গুলি নির্দ্দেশ করিয়া দেখাইয়াছেন।"
রোকেয়া সাখাওয়াত হোসেন,সে নির্দ্দিষ্ট ব্যক্তি মোয়াবীয়া কিম্বা আলী তাঁহারা উভয়ে একই স্থানে দণ্ডায়মান ছিলেন।
রোকেয়া সাখাওয়াত হোসেন,তাই মতভেদ হইল।
রোকেয়া সাখাওয়াত হোসেন,"কেহ বলিল “চতুর্থ খলিফা মোয়াবীয়া,” কেহ বলিল “আলী”।"
রোকেয়া সাখাওয়াত হোসেন,"আয়ষা হিংসা করিয়া বলেন নাই, সিংহাসন মোয়াবীয়া পাইবেন।"
রোকেয়া সাখাওয়াত হোসেন,তিনি ঐ অনুমানের কথাই বলিয়াছিলেন মাত্র।
রোকেয়া সাখাওয়াত হোসেন,সুন্নিগণ মাননীয়া আয়ষার নিন্দা সহ্য করিতে পারেন না।
রোকেয়া সাখাওয়াত হোসেন,শিয়া সুন্নিতে এইটুকু কথার মতভেদ।
রোকেয়া সাখাওয়াত হোসেন,এই বিষয় লইয়াই দলাদলি।
রোকেয়া সাখাওয়াত হোসেন,"বুঝে না-সে দুগ্ধপোষ্য শিশু, নিতান্ত অজ্ঞান।"
রোকেয়া সাখাওয়াত হোসেন,অনাহারে জলাভাবে মাতার স্তন্য শুকাইয়া গিয়াছে-শিশু পিপাসায় কাতর।
রোকেয়া সাখাওয়াত হোসেন,শহরবানু (হোসেনের স্ত্রী) অনেক যন্ত্রণা নীরবে সহিয়াছেন-আজ আসগরের যাতনা তাঁহার অসহ্য!
রোকেয়া সাখাওয়াত হোসেন,তিনি অনেক বিনয় করিয়া হোসেনের কোলে শিশুকে দিয়া জল পার্থনা করিতে অনুরোধ করিলেন।
রোকেয়া সাখাওয়াত হোসেন,"বলিলেন,-“আর কেহ জল চাহে না; কেবল এই শিশুকে একটু জল পান করাইয়া আন।”"
রোকেয়া সাখাওয়াত হোসেন,"শত্রু যেন ইহাকে নিজ হাতে জল পান করায়,-জলপাত্রটা যেন তোমার হাতে নাই দেয়!"
রোকেয়া সাখাওয়াত হোসেন,মহাত্মা হোসেন স্ত্রীর কাতরতা এবং শিশুর দুরবস্থা দেখিয়া জল প্রার্থনা করিতে বাধ্য হইয়াছেন।
রোকেয়া সাখাওয়াত হোসেন,"কাতরস্বরে বলিলেন, “আমি বিদেশী পথিক, তোমাদের অতিথি, আমার প্রতি যত ইচ্ছা অত্যাচার কর, সহিতে প্রস্তুত আছি, কিন্তু এ শিশু তোমাদের নিকট কোন দোষে দোষী নহে।”"
রোকেয়া সাখাওয়াত হোসেন,পিপাসায় ইহার প্রাণ ওষ্ঠাগত-একবিন্দু জল দাও!
রোকেয়া সাখাওয়াত হোসেন,ইহাতে তোমাদের দয়াধর্ম্মের কিছুমাত্র অপব্যয় হইবে না!
রোকেয়া সাখাওয়াত হোসেন,"শত্রুগণ কহিল, “বড় বাড়াবাড়ি আরম্ভ করিয়াছে,-শীঘ্র কিছু দিয়া বিদায় কর।”"
রোকেয়া সাখাওয়াত হোসেন,বিপক্ষ হইতে শিশুর প্রতি জলের পরিবর্তে তীর বৃষ্টি হইল!
রোকেয়া সাখাওয়াত হোসেন,"পিয়াস লাগিয়া জলদে সাধিনু
বজর পড়িয়া গেল।"
রোকেয়া সাখাওয়াত হোসেন,উপযুক্ত অতিথি-অভ্যর্থনা বটে!
রোকেয়া সাখাওয়াত হোসেন,"হোসেন শর-বিদ্ধ আসগরকে তাহার জননীর কোলে দিয়া বলিলেন, “আসগর চিরদিনের জন্য তৃপ্ত হইয়াছে!”"
রোকেয়া সাখাওয়াত হোসেন,আর জল জল বলিয়া কাঁদিয়া কাঁদাইবে না!
রোকেয়া সাখাওয়াত হোসেন,"আর বলিবে না-‘পিপাসা, পিপাসা'!"
রোকেয়া সাখাওয়াত হোসেন,এই শেষ!
রোকেয়া সাখাওয়াত হোসেন,শহরবানু কি দেখিতেছেন?
রোকেয়া সাখাওয়াত হোসেন,"কোলে পিপাসু শর-বিদ্ধ আসগর, সম্মুখে রুধিরাক্ত কলেবর “শহীদ” (সমরশায়ী) আকবর!"
রোকেয়া সাখাওয়াত হোসেন,"অমন চাঁদ কোলে লইয়া ধরণী গরবিণী হইয়াছিল-যে আকবর ক্ষতবিক্ষত হইয়া, পিপাসায় কাতর হইয়া মৃত্যুকালে এক বিন্দু জল পায় নাই।"
রোকেয়া সাখাওয়াত হোসেন,"শোণিত-ধারায় যেন লেখা আছে “পিপাসা, পিপাসা”!"
রোকেয়া সাখাওয়াত হোসেন,"শহীদের মুদ্রিত নয়ন দুটি নীরবেই বলে যেন “পিপাসা, পিপাসা”!"
রোকেয়া সাখাওয়াত হোসেন,দৃশ্য ত এইরূপ মর্ম্মভেদী তাহাতে আবার দর্শক জননী!
রোকেয়া সাখাওয়াত হোসেন,আহা!
রোকেয়া সাখাওয়াত হোসেন,"যে ফুল ফুটিত প্রাতে,-নিশীথেই ছিন্ন হ'ল, শিশিরের পরিবর্তে রুধিরে আপ্লুত হ'ল!"
রোকেয়া সাখাওয়াত হোসেন,"আরও দেখিলাম,-মহাত্মা হোসেন সমরশায়ী।"
রোকেয়া সাখাওয়াত হোসেন,সমরক্ষেত্রে কেবলই পিপাসী শহীদগণ পড়িয়া আছেন।
রোকেয়া সাখাওয়াত হোসেন,"তাঁহাদের শুষ্ক কণ্ঠ যেন অস্ফুট ভাষায় বলিতেছে “পিপাসা, পিপাসা”!"
রোকেয়া সাখাওয়াত হোসেন,জয়নব (হোসেনর ভগিনী) মুক্ত কেশে পাগলিনী প্রায় ভ্রাতার নিকট বিদায় চাহিতেছেন।
রোকেয়া সাখাওয়াত হোসেন,"ডাকিয়া, উচ্চৈঃস্বরে ডাকিয়া বলিতেছেন,-“ভাই!”"
রোকেয়া সাখাওয়াত হোসেন,তোমাকে মরুভূমে ফেলিয়া যাইতেছি!
রোকেয়া সাখাওয়াত হোসেন,"আসিয়াছিলাম তোমার সঙ্গে,-যাইতেছি তোমাকে ছাড়িয়া!"
রোকেয়া সাখাওয়াত হোসেন,আসিয়াছিলাম অনেক রত্নে বিভূষিত হইয়া-যাইতেছি শূন্য হৃদয়ে!
রোকেয়া সাখাওয়াত হোসেন,তবে এখন শেষ বিদায় দাও!
রোকেয়া সাখাওয়াত হোসেন,"একটি কথা কও, তবে যাই!"
রোকেয়া সাখাওয়াত হোসেন,"একটিবার চক্ষু মেলিয়া দেখ-আমাদের দুরবস্থা দেখ, তবে যাই!"
রোকেয়া সাখাওয়াত হোসেন,"জয়নবের দুঃখে সমীরণ হায় হায় বলিল,-দূর দূরান্তরে ঐ হায় হায় শব্দ প্রতিধ্বনিত হইল!"
রোকেয়া সাখাওয়াত হোসেন,এখন আর স্বপ্ন নাই-আমি জাগিয়া উঠিয়াছি।
রোকেয়া সাখাওয়াত হোসেন,"দূরে শৃগালের কর্কশ শব্দে শুনিলাম-“পিপাসা, পিপাসা”!"
রোকেয়া সাখাওয়াত হোসেন,"একি, আমি পাগল হইলাম নাকি?"
রোকেয়া সাখাওয়াত হোসেন,কেবল “পিপাসা” দেখি কেন।
রোকেয়া সাখাওয়াত হোসেন,কেবল “পিপাসা” শুনি কেন?
রোকেয়া সাখাওয়াত হোসেন,আমার প্রিয়তমের সমাধিস্থানে যাইলাম।
রোকেয়া সাখাওয়াত হোসেন,"বনপথ দিয়া যাইতে শুনিলাম, তরুলতা বলে “পিপাসা, পিপাসা”।"
রোকেয়া সাখাওয়াত হোসেন,"পুত্রে মর্ম্মর শব্দে শুনিলাম “পিপাসা, পিপাসা”!"
রোকেয়া সাখাওয়াত হোসেন,"প্রিয়তমের গোর হইতে শব্দ আসিতেছিল-“পিপাসা, পিপাসা” !"
রোকেয়া সাখাওয়াত হোসেন,ইহা অতি অসহ্য!
রোকেয়া সাখাওয়াত হোসেন,প্রিয়তম মৃত্যুকালে জল পায় নাই-চিকিৎসরে নিষেধ ছিল।
রোকেয়া সাখাওয়াত হোসেন,সুতরাং পিপাসী মরিয়াছে।
রোকেয়া সাখাওয়াত হোসেন,আহা!
রোকেয়া সাখাওয়াত হোসেন,এমন ডাক্তারী কে রচনা করিয়াছেন?
রোকেয়া সাখাওয়াত হোসেন,রোগীর প্রতি (রোগ বিশেষে) জল-নিষেধ ব্যবস্থা কোন হৃদয়হীন পাষাণের বিধান?
রোকেয়া সাখাওয়াত হোসেন,"যখন রোগীকে বাঁচাইতে না পার, তখন প্রাণ ভরিয়া পিপাসা মিটাইয়া জল পান করিতে দিও।"
রোকেয়া সাখাওয়াত হোসেন,সে সময় ডাক্তারের উপদেশ শুনিও না।
রোকেয়া সাখাওয়াত হোসেন,নচেৎ আমারই মত আজীবন পিপাসায় দগ্ধ হইবে।
রোকেয়া সাখাওয়াত হোসেন,"কোন রোগী মৃত্যুর পূর্বদিন বলিয়াছিল, “বাবাজান!”"
রোকেয়া সাখাওয়াত হোসেন,তোমারই সোরাহির জল অবশ্যই শীতল হইবে।
রোকেয়া সাখাওয়াত হোসেন,পিতা তাহার আসন্নকাল জানিয়া স্বহস্তে সোরাহি আনিয়া দিলেন।
রোকেয়া সাখাওয়াত হোসেন,অন্যান্য মিত্ররূপী শত্রুগণ তাহাকে প্রচুর জল সাধ মিটাইয়া পান করিতে দেয় নাই।
রোকেয়া সাখাওয়াত হোসেন,"ঐ রোগীর আত্মা কি আজ পর্যন্ত কারবালার শহীদদের মত “পিপাসা, পিপাসা” বলিয়া ঘুরিয়া বেড়ায় না?"
রোকেয়া সাখাওয়াত হোসেন,না; স্বর্গসুখে পিপাসা নাই!
রোকেয়া সাখাওয়াত হোসেন,"পিপাসা যে বাঁচিয়া থাকে, তাহারই!"
রোকেয়া সাখাওয়াত হোসেন,"অনন্ত শান্তি নিদ্ৰায় যে নিদ্রিত হইয়াছে, পিপাসা তাহার নহে!"
রোকেয়া সাখাওয়াত হোসেন,"পিপাসা-যে পোড়া স্মৃতি লইয়া জাগিয়া থাকে,-তাহারই!"
রোকেয়া সাখাওয়াত হোসেন,"কিন্তু কি বলিতে কি বলিতেছি,-আমার হৃদয়ানন্দ মৃত্যুর পূর্বদিন গোপনে জননীর নিকট জল চাহিয়াছিল।"
রোকেয়া সাখাওয়াত হোসেন,ডাক্তারের নিষেধ ছিল বলিয়া কেহ তাহাকে জল দিত না।
রোকেয়া সাখাওয়াত হোসেন,জননী ভয়ে ভয়ে অল্প জল দিয়াছিলেন।
রোকেয়া সাখাওয়াত হোসেন,মৃত্যুকালে সে তৃষ্ণায় অত্যন্ত কাতর ও অধীর হইয়াছিল-হায়!
রোকেয়া সাখাওয়াত হোসেন,না জানি সে কেমন পিপাসা!
রোকেয়া সাখাওয়াত হোসেন,"হৃদয়ানন্দ জানিত, আমি তাহাকে জল দিব না।"
রোকেয়া সাখাওয়াত হোসেন,"আমি চিকিৎসকের অন্ধ আজ্ঞাবহ দাস, তাহাকে জল দিব না।"
রোকেয়া সাখাওয়াত হোসেন,তাই সে আমার উপস্থিত থাকা সময় জল চাহিতে সাহস করে নাই!
রোকেয়া সাখাওয়াত হোসেন,কি মহতী সহিষ্ণুতা!
রোকেয়া সাখাওয়াত হোসেন,জলের পরিবর্তে চা চাহিল।
রোকেয়া সাখাওয়াত হোসেন,শীতল জলের পিপাসায় গরম চা!
রোকেয়া সাখাওয়াত হোসেন,চা তখনই প্রস্তুত হইয়া আসিল।
রোকেয়া সাখাওয়াত হোসেন,"যে ব্যক্তি চা পান করাইতেছিল, সে চার পেয়ালার কড়া ধরিতে পারিতেছিল না-পেয়ালা এত তপ্ত ছিল।"
